step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy,classification/accuracy,classification/precision,classification/recall,classification/auroc,classification/auprc,classification/f1.0
705,5976320,180480,0.15610917364053392,0.76171875,0.76171875,,,,,,,,,
706,5984768,180736,0.15831060596136584,0.6953125,0.6953125,,,,,,,,,
707,5993216,180992,0.15538910629814226,0.72265625,0.72265625,,,,,,,,,
708,6001664,181248,0.15761851690938822,0.7578125,0.7578125,,,,,,,,,
709,6010112,181504,0.16138312352601947,0.69921875,0.69921875,,,,,,,,,
710,6018560,181760,0.15394558146160806,0.75390625,0.75390625,,,,,,,,,
711,6027008,182016,0.15274588386373852,0.7734375,0.7734375,,,,,,,,,
712,6035456,182272,0.15191119371253933,0.75390625,0.75390625,,,,,,,,,
713,6043904,182528,0.15801750971400697,0.74609375,0.74609375,,,,,,,,,
714,6052352,182784,0.157071248022162,0.76953125,0.76953125,,,,,,,,,
715,6060800,183040,0.15404494266022223,0.71875,0.71875,,,,,,,,,
716,6069248,183296,0.15192450480360573,0.71875,0.71875,,,,,,,,,
717,6077696,183552,0.16124985747592102,0.73046875,0.73046875,,,,,,,,,
718,6086144,183808,0.15440761710170364,0.72265625,0.72265625,,,,,,,,,
719,6096640,184064,0.12650323948357606,0.73828125,0.73828125,,,,,,,,,
720,6105088,184320,0.15531776240267006,0.7265625,0.7265625,,,,,,,,,
721,6113536,184576,0.15481742837092563,0.7890625,0.7890625,,,,,,,,,
722,6121984,184832,0.15384213512702122,0.7109375,0.7109375,,,,,,,,,
723,6130432,185088,0.15677232333650795,0.74609375,0.74609375,,,,,,,,,
724,6138880,185344,0.15102032310024777,0.80078125,0.80078125,,,,,,,,,
725,6147328,185600,0.160164921531265,0.7421875,0.7421875,0.17561034101349723,0.62109375,0.62109375,,,,,,
726,6155776,185856,0.15035286960206376,0.73046875,0.73046875,,,,,,,,,
727,6164224,186112,0.15588158779024525,0.75,0.75,,,,,,,,,
728,6172672,186368,0.15318012322903332,0.73046875,0.73046875,,,,,,,,,
729,6179072,186624,0.20301169646107972,0.6953125,0.6953125,,,,,,,,,
730,6187520,186880,0.15117105548456095,0.75390625,0.75390625,,,,,,,,,
731,6195968,187136,0.15278322497676242,0.7578125,0.7578125,,,,,,,,,
732,6204416,187392,0.1540560350092568,0.77734375,0.77734375,,,,,,,,,
733,6212864,187648,0.14736464017894346,0.78515625,0.78515625,,,,,,,,,
734,6221312,187904,0.15534387217596088,0.75390625,0.75390625,,,,,,,,,
735,6229760,188160,0.15897814347040481,0.703125,0.703125,,,,,,,,,
736,6238208,188416,0.1502438035109508,0.72265625,0.72265625,,,,,,,,,
737,6246656,188672,0.1497678346675922,0.73046875,0.73046875,,,,,,,,,
738,6255104,188928,0.1564325503362519,0.7734375,0.7734375,,,,,,,,,
739,6263552,189184,0.15358892034991095,0.7421875,0.7421875,,,,,,,,,
740,6272000,189440,0.15910619020719868,0.75,0.75,,,,,,,,,
741,6280448,189696,0.15757139220980326,0.765625,0.765625,,,,,,,,,
742,6288896,189952,0.15002516124048382,0.7890625,0.7890625,,,,,,,,,
743,6297344,190208,0.14336040851244042,0.7890625,0.7890625,,,,,,,,,
744,6305792,190464,0.14890162888115108,0.7265625,0.7265625,,,,,,,,,
745,6314240,190720,0.15324958366499397,0.73046875,0.73046875,,,,,,,,,
746,6322688,190976,0.15599421217689421,0.72265625,0.72265625,,,,,,,,,
747,6331136,191232,0.15447457038016787,0.71875,0.71875,0.1706308174102961,0.63671875,0.63671875,,,,,,
748,6339584,191488,0.1483048417685401,0.75,0.75,,,,,,,,,
749,6348032,191744,0.15906200531364217,0.71484375,0.71484375,,,,,,,,,
750,6356480,192000,0.1556832987494274,0.7421875,0.7421875,,,,,,,,,
751,6364928,192256,0.15445387223265186,0.8046875,0.8046875,,,,,,,,,
752,6373376,192512,0.1475100801535105,0.69921875,0.69921875,,,,,,,,,
753,6381824,192768,0.1598171675537615,0.765625,0.765625,,,,,,,,,
754,6390272,193024,0.1532564223402304,0.75,0.75,,,,,,,,,
755,6398720,193280,0.15038755041794302,0.82421875,0.82421875,,,,,,,,,
756,6407168,193536,0.15658079701321423,0.765625,0.765625,,,,,,,,,
757,6415616,193792,0.15540009788471554,0.73046875,0.73046875,,,,,,,,,
758,6424064,194048,0.149685432082897,0.75,0.75,,,,,,,,,
759,6436608,194304,0.10151240024632657,0.69921875,0.69921875,,,,,,,,,
760,6445056,194560,0.15712539030145012,0.71484375,0.71484375,,,,,,,,,
761,6453504,194816,0.15931058153113958,0.75,0.75,,,,,,,,,
762,6461952,195072,0.15358643039430153,0.765625,0.765625,,,,,,,,,
763,6470400,195328,0.15617499101333382,0.75390625,0.75390625,,,,,,,,,
764,6478848,195584,0.15219719225436706,0.79296875,0.79296875,,,,,,,,,
765,6487296,195840,0.15771077682532417,0.76953125,0.76953125,,,,,,,,,
766,6495744,196096,0.15079525700531424,0.72265625,0.72265625,,,,,,,,,
767,6504192,196352,0.15781202639182682,0.7109375,0.7109375,,,,,,,,,
768,6512640,196608,0.1547349290412787,0.765625,0.765625,,,,,,,,,
769,6521088,196864,0.15701129273757775,0.70703125,0.70703125,0.1673016966770745,0.6171875,0.6171875,,,,,,
770,6529536,197120,0.15604878287335697,0.734375,0.734375,,,,,,,,,
771,6537984,197376,0.14636636333325848,0.75,0.75,,,,,,,,,
772,6546432,197632,0.14613219795293556,0.7890625,0.7890625,,,,,,,,,
773,6554880,197888,0.16007102953863137,0.75390625,0.75390625,,,,,,,,,
774,6563328,198144,0.15494481856036788,0.7578125,0.7578125,,,,,,,,,
775,6571776,198400,0.15966813094248758,0.703125,0.703125,,,,,,,,,
776,6580224,198656,0.1526599133570156,0.76171875,0.76171875,,,,,,,,,
777,6588672,198912,0.14986216774556688,0.7734375,0.7734375,,,,,,,,,
778,6597120,199168,0.15234484406687054,0.75390625,0.75390625,,,,,,,,,
779,6605568,199424,0.152230841207952,0.78515625,0.78515625,,,,,,,,,
780,6611968,199680,0.19998914504379062,0.73828125,0.73828125,,,,,,,,,
781,6620416,199936,0.15660200168372188,0.77734375,0.77734375,,,,,,,,,
782,6628864,200192,0.15633691960734836,0.73828125,0.73828125,,,,,,,,,
783,6637312,200448,0.15079180018149507,0.7421875,0.7421875,,,,,,,,,
784,6645760,200704,0.1504435754718369,0.7265625,0.7265625,,,,,,,,,
785,6654208,200960,0.15724655142242552,0.7734375,0.7734375,,,,,,,,,
786,6662656,201216,0.15636306220305193,0.796875,0.796875,,,,,,,,,
787,6671104,201472,0.1523087277029333,0.7578125,0.7578125,,,,,,,,,
788,6679552,201728,0.15908260545862507,0.76171875,0.76171875,,,,,,,,,
789,6688000,201984,0.1545287486594874,0.734375,0.734375,,,,,,,,,
790,6696448,202240,0.15421649621462472,0.7421875,0.7421875,,,,,,,,,
791,6704896,202496,0.15606998196327782,0.73046875,0.73046875,0.17273676746400193,0.65234375,0.65234375,,,,,,
792,6713344,202752,0.15982108205053275,0.7578125,0.7578125,,,,,,,,,
793,6721792,203008,0.15047754771768937,0.76171875,0.76171875,,,,,,,,,
794,6730240,203264,0.15632254714213054,0.76171875,0.76171875,,,,,,,,,
795,6738688,203520,0.15971553188145748,0.72265625,0.72265625,,,,,,,,,
796,6747136,203776,0.15811067301063195,0.71484375,0.71484375,,,,,,,,,
797,6755584,204032,0.15347103601734383,0.7265625,0.7265625,,,,,,,,,
798,6764032,204288,0.15068630869610705,0.8046875,0.8046875,,,,,,,,,
799,6772480,204544,0.14998255187127038,0.80078125,0.80078125,,,,,,,,,
800,6780928,204800,0.15799119187465044,0.7578125,0.7578125,,,,,,,,,
801,6789376,205056,0.1536388866363811,0.7578125,0.7578125,,,,,,,,,
802,6797824,205312,0.15454268336006333,0.71484375,0.71484375,,,,,,,,,
803,6806272,205568,0.15448439052448276,0.6953125,0.6953125,,,,,,,,,
804,6814720,205824,0.15461755880264447,0.80859375,0.80859375,,,,,,,,,
805,6823168,206080,0.1583830611132831,0.76953125,0.76953125,,,,,,,,,
806,6831616,206336,0.14982807649208646,0.79296875,0.79296875,,,,,,,,,
807,6840064,206592,0.15891927141824377,0.71875,0.71875,,,,,,,,,
808,6848512,206848,0.15081097139267463,0.765625,0.765625,,,,,,,,,
809,6856960,207104,0.15752070573178242,0.73828125,0.73828125,,,,,,,,,
810,6865408,207360,0.16093622462772536,0.734375,0.734375,,,,,,,,,
811,6873856,207616,0.15241402332195614,0.77734375,0.77734375,,,,,,,,,
812,6882304,207872,0.1564945819468123,0.75,0.75,0.13542112476971202,0.62890625,0.62890625,,,,,,
813,6888704,208128,0.20886635556929614,0.7578125,0.7578125,,,,,,,,,
814,6897152,208384,0.15553043586678286,0.734375,0.734375,,,,,,,,,
815,6905600,208640,0.1540682274901343,0.7578125,0.7578125,,,,,,,,,
816,6914048,208896,0.15199579432941404,0.75390625,0.75390625,,,,,,,,,
817,6922496,209152,0.15427427805534846,0.75390625,0.75390625,,,,,,,,,
818,6930944,209408,0.1565050244894884,0.7734375,0.7734375,,,,,,,,,
819,6937344,209664,0.2017458569690654,0.7578125,0.7578125,,,,,,,,,
820,6945792,209920,0.15762922379136443,0.6875,0.6875,,,,,,,,,
821,6954240,210176,0.15457004378559297,0.76953125,0.76953125,,,,,,,,,
822,6962688,210432,0.1545253114543239,0.8125,0.8125,,,,,,,,,
823,6971136,210688,0.155544029476637,0.7421875,0.7421875,,,,,,,,,
824,6979584,210944,0.15132226559203552,0.7421875,0.7421875,,,,,,,,,
825,6988032,211200,0.15070375307672973,0.77734375,0.77734375,,,,,,,,,
826,6996480,211456,0.15717718187780294,0.71484375,0.71484375,,,,,,,,,
827,7004928,211712,0.1531251455670029,0.7734375,0.7734375,,,,,,,,,
828,7013376,211968,0.14944652778623735,0.75,0.75,,,,,,,,,
829,7021824,212224,0.15496172042494144,0.73828125,0.73828125,,,,,,,,,
830,7030272,212480,0.15268525433058516,0.7265625,0.7265625,,,,,,,,,
831,7038720,212736,0.15122561775074783,0.76171875,0.76171875,,,,,,,,,
832,7047168,212992,0.15499163636008534,0.71875,0.71875,,,,,,,,,
833,7055616,213248,0.15578382164856378,0.77734375,0.77734375,,,,,,,,,
834,7064064,213504,0.14925141942500011,0.76953125,0.76953125,0.16835837469163525,0.6328125,0.6328125,,,,,,
835,7072512,213760,0.1529038836902184,0.6484375,0.6484375,,,,,,,,,
836,7080960,214016,0.15551645126282096,0.67578125,0.67578125,,,,,,,,,
837,7089408,214272,0.15011226998649213,0.76171875,0.76171875,,,,,,,,,
838,7097856,214528,0.15151368298132958,0.7109375,0.7109375,,,,,,,,,
839,7106304,214784,0.15568159120503253,0.75390625,0.75390625,,,,,,,,,
840,7114752,215040,0.1529944957051597,0.74609375,0.74609375,,,,,,,,,
841,7123200,215296,0.15569349127498833,0.75,0.75,,,,,,,,,
842,7131648,215552,0.1581378035657681,0.7421875,0.7421875,,,,,,,,,
843,7140096,215808,0.14980319087405314,0.765625,0.765625,,,,,,,,,
844,7148544,216064,0.1571240590222759,0.76171875,0.76171875,,,,,,,,,
845,7156992,216320,0.15363177939892958,0.734375,0.734375,,,,,,,,,
846,7165440,216576,0.15119490737007218,0.75,0.75,,,,,,,,,
847,7173888,216832,0.15498589188920445,0.74609375,0.74609375,,,,0.6370000243186951,0.6235294117647059,0.6503067484662577,0.692273060161118,0.654493595606009,0.6366366366366366

